Word	FREQcount 	CDcount 	FREQlow 	Cdlow	SUBTLWF	Lg10WF
승리의	473					2.6758
인터뷰를	473					2.6758
전력을	473					2.6758
그곳은	473					2.6758
강남	473					2.6758
테러	473					2.6758
마무리	473					2.6758
백성이	473					2.6758
확보하고	473					2.6758
아들과	473					2.6758
당당한	472					2.6749
"기록,"	472					2.6749
"것도,"	472					2.6749
구조에	472					2.6749
누운	472					2.6749
아저씨	472					2.6749
시작했습니다.	472					2.6749
공장에서	472					2.6749
"야,"	472					2.6749
철학이	472					2.6749
덮고	472					2.6749
가을이	472					2.6749
변함이	472					2.6749
사기	472					2.6749
"""정말"	471					2.6739
핵심적인	471					2.6739
제의를	471					2.6739
제사를	471					2.6739
했으며	471					2.6739
놀러	471					2.6739
조치가	471					2.6739
관심의	471					2.6739
사람마다	471					2.6739
뜨는	471					2.6739
1주일	471					2.6739
가득한	470					2.6730
살아있는	470					2.6730
스위스	470					2.6730
두면	470					2.6730
안개	470					2.6730
이름과	470					2.6730
다름없는	470					2.6730
끝났다.	470					2.6730
십여	470					2.6730
전과	470					2.6730
우리네	470					2.6730
벌어졌다.	470					2.6730
한자	470					2.6730
죄	470					2.6730
분단	470					2.6730
세력의	470					2.6730
직업	470					2.6730
호랑이	470					2.6730
떡	469					2.6721
투자가	469					2.6721
산의	469					2.6721
바뀌었다.	469					2.6721
필요성이	469					2.6721
방안	469					2.6721
팀을	469					2.6721
기록되어	469					2.6721
차원을	469					2.6721
침대에	469					2.6721
떠나서	469					2.6721
1994년	469					2.6721
나을	469					2.6721
까만	469					2.6721
소리만	469					2.6721
확보할	469					2.6721
확인해	469					2.6721
단단한	469					2.6721
비판의	469					2.6721
아닙니까?	468					2.6712
크기는	468					2.6712
말이나	468					2.6712
"열린다.
"	468					2.6712
발견하게	468					2.6712
안전	468					2.6712
쳐다보며	468					2.6712
까닭을	468					2.6712
기계를	468					2.6712
국경을	468					2.6712
배경이	468					2.6712
환하게	468					2.6712
감옥에	468					2.6712
남다른	468					2.6712
만들어서	468					2.6712
예전에	468					2.6712
이뤄질	468					2.6712
옛날에는	468					2.6712
초래할	468					2.6712
절박한	468					2.6712
잘난	468					2.6712
비교	468					2.6712
이탈리아의	467					2.6702
무관한	467					2.6702
마리를	467					2.6702
피부를	467					2.6702
많았던	467					2.6702
칭찬을	467					2.6702
가짜	467					2.6702
선거가	467					2.6702
징역	467					2.6702
내포하고	467					2.6702
회장을	467					2.6702
아파트에	467					2.6702
내심	466					2.6693
넣을	466					2.6693
1993년	466					2.6693
중요하다는	466					2.6693
이성의	466					2.6693
하나에	466					2.6693
이해와	466					2.6693
"다르다.
"	466					2.6693
현직	466					2.6693
이불을	466					2.6693
활동하고	465					2.6684
남자들이	465					2.6684
봐요.	465					2.6684
말씀하신	465					2.6684
부정	465					2.6684
어떻든	465					2.6684
시멘트	465					2.6684
떠서	465					2.6684
주인아저씨는	465					2.6684
계약	465					2.6684
이론에	465					2.6684
관점을	465					2.6684
두세	465					2.6684
웃음	465					2.6684
분석하고	465					2.6684
울리는	465					2.6684
활기를	465					2.6684
13	464					2.6675
이론과	464					2.6675
4대	464					2.6675
모금	464					2.6675
받기도	464					2.6675
한국에서는	464					2.6675
창조적인	464					2.6675
한정된	464					2.6675
계획이라고	464					2.6675
프랑스는	464					2.6675
아니에요.	464					2.6675
공공	464					2.6675
명성을	464					2.6675
영영	464					2.6675
긴장이	464					2.6675
정도이다.	464					2.6675
명확하게	464					2.6675
만들지	464					2.6675
얼굴과	464					2.6675
확대를	464					2.6675
"만하다.
"	464					2.6675
말로는	464					2.6675
점으로	464					2.6675
구두를	464					2.6675
있기에	464					2.6675
보도가	463					2.6665
원하지	463					2.6665
적힌	463					2.6665
잡기	463					2.6665
승용차	463					2.6665
"뿐이었다.
"	463					2.6665
이슬람	463					2.6665
환경에서	463					2.6665
놓으면	463					2.6665
나오기	463					2.6665
지경에	463					2.6665
자녀를	463					2.6665
있음이	463					2.6665
오해를	463					2.6665
신분을	463					2.6665
"무엇인가?
"	463					2.6665
변하고	463					2.6665
지훈	463					2.6665
거칠게	462					2.6656
"계획""이라고"	462					2.6656
일요일	462					2.6656
수단이	462					2.6656
병든	462					2.6656
무게가	462					2.6656
영향	462					2.6656
쓰이고	462					2.6656
하기야	462					2.6656
위반	462					2.6656
설마	462					2.6656
공산당	462					2.6656
대표를	462					2.6656
실어	462					2.6656
드리는	462					2.6656
단적으로	462					2.6656
시각은	462					2.6656
펴낸	462					2.6656
순서를	462					2.6656
공동의	461					2.6646
계속할	461					2.6646
커	461					2.6646
선거법	461					2.6646
교장	461					2.6646
현실로	461					2.6646
했으면	461					2.6646
정치와	461					2.6646
있었다면	461					2.6646
연극을	461					2.6646
등록	461					2.6646
명으로	461					2.6646
과장은	460					2.6637
영국과	460					2.6637
"바,"	460					2.6637
못해서	460					2.6637
던졌다.	460					2.6637
둘러	460					2.6637
부작용이	460					2.6637
사무실에서	460					2.6637
의도적으로	460					2.6637
군사를	460					2.6637
두었던	460					2.6637
살아가고	460					2.6637
뮤지컬	460					2.6637
거두고	460					2.6637
놈을	460					2.6637
기운을	460					2.6637
안전을	460					2.6637
유전자를	460					2.6637
박사의	459					2.6628
기능에	459					2.6628
생산을	459					2.6628
경기는	459					2.6628
전통적으로	459					2.6628
마을이	459					2.6628
극장	459					2.6628
뜻밖에도	459					2.6628
골목을	459					2.6628
신경이	459					2.6628
터키	459					2.6628
제한	459					2.6628
눈의	459					2.6628
준비한	459					2.6628
근원적인	459					2.6628
충실한	459					2.6628
나아가서	459					2.6628
기관	459					2.6628
배제할	459					2.6628
일관된	459					2.6628
"교수,"	459					2.6628
기울여	459					2.6628
등장한다.	459					2.6628
생각에서	459					2.6628
합의한	459					2.6628
기능과	459					2.6628
간직하고	459					2.6628
구멍	458					2.6618
PC	458					2.6618
평가는	458					2.6618
적자를	458					2.6618
겉으로는	458					2.6618
"전해졌다.
"	458					2.6618
충북	458					2.6618
백성의	458					2.6618
"이상,"	458					2.6618
번째는	458					2.6618
초부터	458					2.6618
합의	458					2.6618
그치고	458					2.6618
인적	458					2.6618
않겠다고	457					2.6609
무소속	457					2.6609
잠들어	457					2.6609
소형	457					2.6609
향기가	457					2.6609
컸다.	457					2.6609
맡았던	457					2.6609
돌아갔다.	457					2.6609
웃을	457					2.6609
무수히	457					2.6609
좋아한다.	457					2.6609
발걸음을	457					2.6609
친한	457					2.6609
추석	457					2.6609
대상의	457					2.6609
사무실을	456					2.6599
장기적으로	456					2.6599
여론의	456					2.6599
다양하다.	456					2.6599
들게	456					2.6599
연구원은	456					2.6599
싸게	456					2.6599
기대하는	456					2.6599
극복하기	456					2.6599
24시간	456					2.6599
지냈다.	456					2.6599
유럽에서	456					2.6599
영상	456					2.6599
기반이	456					2.6599
10개	456					2.6599
주민의	456					2.6599
얻었다.	456					2.6599
기관이	456					2.6599
일이나	456					2.6599
벗어나는	456					2.6599
"때문입니다.
"	456					2.6599
보유한	456					2.6599
스님의	456					2.6599
겨울에	456					2.6599
주부	455					2.6590
것까지	455					2.6590
일시적인	455					2.6590
져야	455					2.6590
이전에는	455					2.6590
광범위하게	455					2.6590
세대가	455					2.6590
적절하게	455					2.6590
것만으로도	455					2.6590
무렵에	455					2.6590
영화에서	455					2.6590
강화하고	455					2.6590
다가왔다.	455					2.6590
질적	455					2.6590
실시	455					2.6590
깨달은	455					2.6590
갑작스런	455					2.6590
달려가	455					2.6590
물질	455					2.6590
죽어도	455					2.6590
죽으면	455					2.6590
노태우	455					2.6590
길에서	455					2.6590
벼슬을	455					2.6590
피아노	455					2.6590
고향인	455					2.6590
겁을	455					2.6590
당국이	455					2.6590
귀	454					2.6580
노동의	454					2.6580
따뜻하게	454					2.6580
대지	454					2.6580
비즈니스	454					2.6580
온몸을	454					2.6580
피부가	454					2.6580
소녀의	454					2.6580
않고도	454					2.6580
나하고	454					2.6580
"같습니다.
"	454					2.6580
통에	454					2.6580
씻어	454					2.6580
허가를	454					2.6580
"""그렇게"	454					2.6580
말씀은	454					2.6580
된다	454					2.6580
구경을	454					2.6580
6백	454					2.6580
"되었으며,"	454					2.6580
사랑으로	454					2.6580
무릅쓰고	454					2.6580
"""모든"	454					2.6580
포기한	453					2.6571
01	453					2.6571
부족	453					2.6571
가능하다는	453					2.6571
예이다.	453					2.6571
실현을	453					2.6571
인생은	453					2.6571
가슴은	453					2.6571
직전에	453					2.6571
자동차가	453					2.6571
이라크의	453					2.6571
식당	453					2.6571
정부도	453					2.6571
웃는다.	453					2.6571
세포	453					2.6571
노동을	453					2.6571
신발을	453					2.6571
코스닥	453					2.6571
그릇된	452					2.6561
어렵다고	452					2.6561
왕위에	452					2.6561
무기를	452					2.6561
내려갔다.	452					2.6561
시작하면	452					2.6561
성공적인	452					2.6561
인사들이	452					2.6561
보호하는	452					2.6561
동북아	452					2.6561
어둠을	452					2.6561
너머	452					2.6561
거치지	452					2.6561
흘리는	452					2.6561
주워	452					2.6561
지은이는	452					2.6561
세금	452					2.6561
인도네시아	452					2.6561
흔적을	452					2.6561
상위	452					2.6561
하	452					2.6561
"시절,"	452					2.6561
유심히	452					2.6561
마련하고	452					2.6561
회의에	452					2.6561
"""그러면"	452					2.6561
주재	452					2.6561
품이는	452					2.6561
가치는	452					2.6561
"포함,"	452					2.6561
구조로	452					2.6561
움직여	452					2.6561
어른들은	451					2.6551
성과가	451					2.6551
사람들이다.	451					2.6551
숲을	451					2.6551
얼굴에는	451					2.6551
실질적	451					2.6551
정도면	451					2.6551
문제점이	451					2.6551
평화와	451					2.6551
위치가	451					2.6551
제공한	451					2.6551
소수	451					2.6551
주고받는	451					2.6551
이념을	451					2.6551
1970년대	451					2.6551
집단적	451					2.6551
꿈의	451					2.6551
괴로운	451					2.6551
"받는다.
"	451					2.6551
다음을	451					2.6551
넘을	451					2.6551
집에는	451					2.6551
딸은	451					2.6551
골	450					2.6542
몰라서	450					2.6542
제반	450					2.6542
요구했다.	450					2.6542
가만	450					2.6542
정상회담	450					2.6542
고마운	450					2.6542
검토해	450					2.6542
해야만	450					2.6542
놀라는	450					2.6542
운명의	450					2.6542
"관계,"	450					2.6542
이야기에	450					2.6542
정치권	450					2.6542
플라스틱	450					2.6542
피하는	450					2.6542
"어머니,"	450					2.6542
배워야	450					2.6542
마찬가지이다.	450					2.6542
입지	450					2.6542
내리지	450					2.6542
"밝혀졌다.
"	450					2.6542
찬란한	450					2.6542
듣게	450					2.6542
어린이의	450					2.6542
옮겼다.	450					2.6542
호소하는	449					2.6532
두가지	449					2.6532
◆	449					2.6532
산에서	449					2.6532
고루	449					2.6532
푼	449					2.6532
사적	449					2.6532
비슷하다.	449					2.6532
동생을	449					2.6532
의무가	449					2.6532
그림에	449					2.6532
금융기관의	449					2.6532
밝게	449					2.6532
아파트는	449					2.6532
17	448					2.6522
지나서	448					2.6522
둘을	448					2.6522
솔직한	448					2.6522
잠에서	448					2.6522
전격	448					2.6522
진실한	448					2.6522
"싶었다.
"	448					2.6522
대는	448					2.6522
삼성은	448					2.6522
나무에	448					2.6522
마당	448					2.6522
생기지	448					2.6522
소개한	447					2.6513
논의	447					2.6513
"하겠습니다.
"	447					2.6513
데이터	447					2.6513
울음	447					2.6513
알려지지	447					2.6513
주도하는	447					2.6513
"있었으나,"	447					2.6513
임신	447					2.6513
험한	447					2.6513
올들어	447					2.6513
잎이	447					2.6513
때까지는	446					2.6503
인물이다.	446					2.6503
서른	446					2.6503
나게	446					2.6503
몇년	446					2.6503
하기에	446					2.6503
이야기로	446					2.6503
놓지	446					2.6503
서울시는	446					2.6503
"것이,"	446					2.6503
갈등의	446					2.6503
생을	446					2.6503
이와는	446					2.6503
내적	446					2.6503
전환을	446					2.6503
비판	446					2.6503
25	446					2.6503
원이	446					2.6503
억	446					2.6503
효철은	446					2.6503
다녀온	445					2.6493
무너져	445					2.6493
5)	445					2.6493
보다가	445					2.6493
서희는	445					2.6493
외국에서	445					2.6493
성에	445					2.6493
전까지는	445					2.6493
체계적인	445					2.6493
내용도	445					2.6493
해준다.	445					2.6493
찾아가는	445					2.6493
구태여	445					2.6493
개혁에	445					2.6493
삼은	445					2.6493
공개적으로	445					2.6493
소유하고	445					2.6493
등지에서	444					2.6484
다물고	444					2.6484
하셨다.	444					2.6484
방은	444					2.6484
드러나고	444					2.6484
빼앗아	444					2.6484
남도	444					2.6484
"있습니까?
"	444					2.6484
제주도	444					2.6484
명의로	444					2.6484
돼요.	444					2.6484
소재	444					2.6484
따서	444					2.6484
"한
"	443					2.6474
공	443					2.6474
후보)	443					2.6474
원칙이	443					2.6474
광고가	443					2.6474
시민단체	443					2.6474
판매하는	443					2.6474
언제까지	443					2.6474
방안으로	443					2.6474
비용은	443					2.6474
비참한	443					2.6474
여건이	443					2.6474
부여하는	443					2.6474
있겠는가.	443					2.6474
초대	443					2.6474
뜻대로	442					2.6464
단어의	442					2.6464
순으로	442					2.6464
반대하고	442					2.6464
"수
"	442					2.6464
개는	442					2.6464
"가운데,"	442					2.6464
비닐	442					2.6464
겨울이	442					2.6464
의회	442					2.6464
있다며	442					2.6464
도시에서	442					2.6464
총재가	442					2.6464
이불	442					2.6464
통하지	442					2.6464
제기된	442					2.6464
틀	442					2.6464
직원들은	442					2.6464
판단할	442					2.6464
나이로	442					2.6464
엄마와	442					2.6464
편안하게	442					2.6464
"놓았다.
"	442					2.6464
부의	442					2.6464
변호사는	442					2.6464
승리로	441					2.6454
일이지만	441					2.6454
표면에	441					2.6454
하여튼	441					2.6454
구조조정을	441					2.6454
달러의	441					2.6454
무시할	441					2.6454
숫자는	441					2.6454
번은	441					2.6454
인식하는	441					2.6454
"했으나,"	441					2.6454
줄줄이	441					2.6454
인상	441					2.6454
사로잡혀	441					2.6454
비슷하게	441					2.6454
1억	441					2.6454
목욕을	440					2.6444
민중이	440					2.6444
정당의	440					2.6444
결단을	440					2.6444
상대적인	440					2.6444
움직임은	440					2.6444
어려웠다.	440					2.6444
생존을	440					2.6444
구성하고	440					2.6444
일부에서는	440					2.6444
한발	440					2.6444
치밀한	440					2.6444
작용할	440					2.6444
상품이	440					2.6444
못하기	440					2.6444
참조).	440					2.6444
4천	440					2.6444
모델	440					2.6444
제3의	440					2.6444
방송은	440					2.6444
통산	440					2.6444
한다”고	440					2.6444
매출	440					2.6444
식품	440					2.6444
경주	440					2.6444
간부	440					2.6444
같지는	440					2.6444
뜻의	439					2.6435
"나타내어라.
"	439					2.6435
독자가	439					2.6435
어조로	439					2.6435
오페라	439					2.6435
왜곡된	439					2.6435
과학적인	439					2.6435
프로축구	439					2.6435
들린다.	439					2.6435
반발하고	439					2.6435
생각하였다.	439					2.6435
녹아	439					2.6435
한가운데	439					2.6435
이들에	439					2.6435
자세하게	439					2.6435
소파에	439					2.6435
거액의	439					2.6435
소개하고	439					2.6435
낯익은	439					2.6435
아프게	439					2.6435
밝혀진	439					2.6435
무심코	439					2.6435
문장은	439					2.6435
조선일보	439					2.6435
옆에는	439					2.6435
느린	439					2.6435
놀라서	439					2.6435
"웃는다.
"	439					2.6435
법도	439					2.6435
역량을	439					2.6435
거야?	439					2.6435
배워	438					2.6425
전자는	438					2.6425
8.	438					2.6425
긴밀한	438					2.6425
사고와	438					2.6425
설치한	438					2.6425
노골적으로	438					2.6425
그동안의	438					2.6425
"동안,"	438					2.6425
소설가	438					2.6425
자국의	438					2.6425
이룩한	438					2.6425
임금의	438					2.6425
서쪽으로	438					2.6425
서해	438					2.6425
인사는	438					2.6425
새해	438					2.6425
"벌였다.
"	438					2.6425
물체를	438					2.6425
흠뻑	438					2.6425
왈	438					2.6425
거래가	437					2.6415
탈북자	437					2.6415
보려는	437					2.6415
남자들은	437					2.6415
집과	437					2.6415
급속한	437					2.6415
겪게	437					2.6415
감사를	437					2.6415
접할	437					2.6415
폴	437					2.6415
1960년대	437					2.6415
나뉜다.	437					2.6415
잘못이	437					2.6415
NGO	436					2.6405
들으면서	436					2.6405
누나의	436					2.6405
술집	436					2.6405
시간적	436					2.6405
그릴	436					2.6405
뽑는	436					2.6405
가치의	436					2.6405
영국은	436					2.6405
걸렸다.	436					2.6405
태어날	436					2.6405
보상을	436					2.6405
정상에	436					2.6405
인생이	436					2.6405
주었습니다.	436					2.6405
접근을	436					2.6405
이래서	436					2.6405
상상을	436					2.6405
북	436					2.6405
그랬던	436					2.6405
흔들리고	436					2.6405
W	436					2.6405
제외하고	436					2.6405
노동자의	435					2.6395
살펴보기로	435					2.6395
나뉘어	435					2.6395
되는지	435					2.6395
장면은	435					2.6395
주인을	435					2.6395
총선에서	435					2.6395
"개발,"	435					2.6395
어찌나	435					2.6395
욕심이	435					2.6395
정권은	435					2.6395
이란	435					2.6395
흘리고	435					2.6395
인공	435					2.6395
선진국	435					2.6395
들어야	435					2.6395
법과	435					2.6395
섬세한	435					2.6395
보통의	435					2.6395
준다고	435					2.6395
배경	435					2.6395
예	435					2.6395
위기가	435					2.6395
자동	435					2.6395
광고는	434					2.6385
여기저기서	434					2.6385
걸치고	434					2.6385
개발이	434					2.6385
"""그럼,"	434					2.6385
유력한	434					2.6385
저쪽	434					2.6385
계시는	434					2.6385
감사의	434					2.6385
방송의	434					2.6385
바랄	434					2.6385
파병	434					2.6385
50년	434					2.6385
뿌리가	434					2.6385
결정된	434					2.6385
아리스토텔레스	434					2.6385
터질	434					2.6385
사고는	434					2.6385
먹이는	434					2.6385
촬영	434					2.6385
현대적	434					2.6385
생명은	434					2.6385
지상	434					2.6385
"좋고,"	434					2.6385
열기가	434					2.6385
해석이	434					2.6385
맡았다.	434					2.6385
1990년대	433					2.6375
사무실에	433					2.6375
차림의	433					2.6375
거지요.	433					2.6375
정보와	433					2.6375
기온이	433					2.6375
감독을	433					2.6375
실패로	433					2.6375
그대로의	433					2.6375
이사는	433					2.6375
관련을	433					2.6375
희미한	433					2.6375
피우는	433					2.6375
먹게	433					2.6375
실패를	433					2.6375
시민단체의	433					2.6375
법률	433					2.6375
나라도	433					2.6375
드라마를	433					2.6375
대표로	433					2.6375
나아갈	433					2.6375
군대	432					2.6365
보이던	432					2.6365
범죄	432					2.6365
논쟁이	432					2.6365
대의	432					2.6365
했어.	432					2.6365
중이었다.	432					2.6365
육	432					2.6365
끝내는	432					2.6365
환경과	432					2.6365
노력하고	432					2.6365
지정된	432					2.6365
목적	432					2.6365
박정희	432					2.6365
하고자	432					2.6365
대외	432					2.6365
본디	432					2.6365
지어진	431					2.6355
제주	431					2.6355
감각이	431					2.6355
고려해야	431					2.6355
훗날	431					2.6355
<그래픽>	431					2.6355
어머니도	431					2.6355
무엇일까?	431					2.6355
단어가	431					2.6355
유명하다.	431					2.6355
대표팀	431					2.6355
"알아보아라.
"	431					2.6355
다름아닌	431					2.6355
하면은	431					2.6355
가게를	431					2.6355
목표	431					2.6355
말하기	431					2.6355
"되었는데,"	431					2.6355
오빠는	431					2.6355
옷은	431					2.6355
펴	431					2.6355
대사를	431					2.6355
규모	430					2.6345
낳아	430					2.6345
도시에	430					2.6345
것들이다.	430					2.6345
받았다고	430					2.6345
놈들이	430					2.6345
나타내어	430					2.6345
곡을	430					2.6345
주장도	430					2.6345
빚은	430					2.6345
기초가	430					2.6345
"""네가"	430					2.6345
박사가	430					2.6345
자녀	430					2.6345
강화를	430					2.6345
지낼	430					2.6345
영감은	430					2.6345
낮에는	430					2.6345
컴퓨터와	429					2.6335
명단을	429					2.6335
사실의	429					2.6335
교육부	429					2.6335
띄지	429					2.6335
"쓴다.
"	429					2.6335
기름을	429					2.6335
경우엔	429					2.6335
노력하는	429					2.6335
셈이	429					2.6335
장점이	429					2.6335
포함하여	429					2.6335
"시간,"	429					2.6335
논	429					2.6335
먹여	429					2.6335
사회자	429					2.6335
하루도	429					2.6335
요구	429					2.6335
차의	429					2.6335
과학이	428					2.6325
여사가	428					2.6325
속성을	428					2.6325
세상에는	428					2.6325
걸을	428					2.6325
영애는	428					2.6325
통일이	428					2.6325
꼬박	428					2.6325
"것을,"	428					2.6325
다가와	428					2.6325
태우고	428					2.6325
주가는	428					2.6325
이인제	428					2.6325
달의	428					2.6325
있다'는	428					2.6325
성과	428					2.6325
널려	428					2.6325
밤은	428					2.6325
우선적으로	428					2.6325
경쟁력이	428					2.6325
알았던	428					2.6325
폭으로	427					2.6314
갔습니다.	427					2.6314
피하고	427					2.6314
초점이	427					2.6314
"간다.
"	427					2.6314
조신은	427					2.6314
죄다	427					2.6314
정씨는	427					2.6314
줄이기	427					2.6314
약이	427					2.6314
노동자들의	427					2.6314
욕심을	427					2.6314
따르고	427					2.6314
등장하고	427					2.6314
방지하기	427					2.6314
컴퓨터는	427					2.6314
의심할	427					2.6314
개념에	426					2.6304
맥주	426					2.6304
"다.
"	426					2.6304
노인을	426					2.6304
요청을	426					2.6304
여러분이	426					2.6304
규정에	426					2.6304
구별이	426					2.6304
광고의	426					2.6304
원칙으로	426					2.6304
당선자의	426					2.6304
60년대	426					2.6304
튼튼한	426					2.6304
임기	426					2.6304
실시된	426					2.6304
"지적이다.
"	426					2.6304
기념	426					2.6304
제도와	426					2.6304
않으나	426					2.6304
질문이	426					2.6304
"얘기다.
"	426					2.6304
총재의	426					2.6304
빼앗긴	426					2.6304
작품에서	426					2.6304
"개,"	426					2.6304
면에서는	426					2.6304
가려고	426					2.6304
센	426					2.6304
있기를	426					2.6304
무너지고	425					2.6294
찾게	425					2.6294
보수	425					2.6294
누구에게나	425					2.6294
배로	425					2.6294
밑	425					2.6294
주도권을	425					2.6294
옛날부터	425					2.6294
곳에는	425					2.6294
고대의	425					2.6294
만큼의	425					2.6294
입맛을	425					2.6294
경험한	425					2.6294
욕망의	425					2.6294
않자	425					2.6294
빵을	425					2.6294
해군	425					2.6294
폴란드	425					2.6294
찾아왔다.	425					2.6294
적용되는	425					2.6294
늘려	425					2.6294
요리를	425					2.6294
수준은	425					2.6294
마라.	424					2.6284
그림자를	424					2.6284
방문해	424					2.6284
"썼다.
"	424					2.6284
단계의	424					2.6284
벌어질	424					2.6284
?.	424					2.6284
없이도	424					2.6284
이상에서	424					2.6284
정당성을	424					2.6284
데이비드	424					2.6284
공적	424					2.6284
지배하고	424					2.6284
장관을	424					2.6284
눈치	424					2.6284
동아시아	424					2.6284
중구	424					2.6284
고전	424					2.6284
숙제를	424					2.6284
디자인	424					2.6284
원치	424					2.6284
얼마전	424					2.6284
갖기	424					2.6284
보이지만	424					2.6284
가능케	424					2.6284
덩달아	424					2.6284
수학	424					2.6284
무겁게	423					2.6274
사람만	423					2.6274
하나다.	423					2.6274
묻는다.	423					2.6274
사람이라고	423					2.6274
"""어서"	423					2.6274
꼽히는	423					2.6274
턱을	423					2.6274
화장을	423					2.6274
의원과	423					2.6274
매월	423					2.6274
학원	423					2.6274
"""저는"	423					2.6274
근본적	423					2.6274
하룻밤	423					2.6274
걸어가는	423					2.6274
들어서면	423					2.6274
악수를	423					2.6274
안이	423					2.6274
대답할	423					2.6274
간간이	423					2.6274
기사는	423					2.6274
토론	423					2.6274
우울한	423					2.6274
"그렇고,"	422					2.6263
데다가	422					2.6263
대출	422					2.6263
"않았지만,"	422					2.6263
제공한다.	422					2.6263
젖	422					2.6263
년간	422					2.6263
뚜껑을	422					2.6263
1회	422					2.6263
원리에	422					2.6263
이라는	422					2.6263
비치는	422					2.6263
선배	422					2.6263
연말까지	422					2.6263
참가하는	422					2.6263
6·25	422					2.6263
자료에	422					2.6263
국민회의	422					2.6263
"실정이다.
"	421					2.6253
가늘게	421					2.6253
어린이가	421					2.6253
흡사	421					2.6253
부모는	421					2.6253
미국인	421					2.6253
만의	421					2.6253
플라톤	421					2.6253
보장하는	421					2.6253
아이와	421					2.6253
떼를	421					2.6253
집에서는	421					2.6253
결론은	421					2.6253
만났을	421					2.6253
등등	421					2.6253
생계를	421					2.6253
편지가	421					2.6253
말하면서	421					2.6253
움직임에	421					2.6253
싹	421					2.6253
상승	421					2.6253
경영을	420					2.6243
꾹	420					2.6243
사상적	420					2.6243
값은	420					2.6243
예외가	420					2.6243
색깔을	420					2.6243
생기게	420					2.6243
내달	420					2.6243
소중히	420					2.6243
돕기	420					2.6243
밭을	420					2.6243
구분할	420					2.6243
대사는	420					2.6243
"""하지만"	420					2.6243
당이	420					2.6243
다같이	420					2.6243
넘어서는	420					2.6243
환한	420					2.6243
"아아,"	420					2.6243
현상이다.	420					2.6243
빼놓을	420					2.6243
주도한	420					2.6243
지식은	420					2.6243
포기할	420					2.6243
가정이	420					2.6243
받았다는	420					2.6243
까다로운	419					2.6232
맡기고	419					2.6232
맥을	419					2.6232
불안과	419					2.6232
종료	419					2.6232
매각	419					2.6232
분석해	419					2.6232
공간은	419					2.6232
고속	419					2.6232
학자들이	419					2.6232
버는	419					2.6232
누워서	419					2.6232
막힌	419					2.6232
인식은	419					2.6232
감안해	419					2.6232
학자들은	419					2.6232
침묵이	419					2.6232
시행	419					2.6232
"텐데,"	419					2.6232
인수	419					2.6232
논의의	419					2.6232
기어이	419					2.6232
"그것이다.
"	419					2.6232
사용하면	419					2.6232
맛있게	418					2.6222
실제의	418					2.6222
것이오.	418					2.6222
딛고	418					2.6222
선택	418					2.6222
현대에	418					2.6222
전략	418					2.6222
60	418					2.6222
뒤져	418					2.6222
주장하였다.	418					2.6222
좌우	418					2.6222
is	418					2.6222
"중요하다.
"	418					2.6222
어둡고	418					2.6222
상실한	418					2.6222
"사실,"	418					2.6222
유지	418					2.6222
거울을	418					2.6222
권력이	418					2.6222
사태의	418					2.6222
싶어요.	418					2.6222
뒤인	418					2.6222
만주	417					2.6212
하려	417					2.6212
끄덕였다.	417					2.6212
방안은	417					2.6212
죽었다.	417					2.6212
보면은	417					2.6212
유학	417					2.6212
덮어	417					2.6212
솟아	417					2.6212
당연하다.	417					2.6212
뜻에	417					2.6212
"두고,"	417					2.6212
소외된	417					2.6212
"된다""고"	417					2.6212
황	417					2.6212
울산	417					2.6212
맥이	416					2.6201
인해서	416					2.6201
신세를	416					2.6201
몸에서	416					2.6201
당선자	416					2.6201
마시며	416					2.6201
때문으로	416					2.6201
전만	416					2.6201
종로구	416					2.6201
내세우는	416					2.6201
기자회견에서	416					2.6201
기준은	416					2.6201
"넣으시오.
"	416					2.6201
기록	416					2.6201
존경하는	416					2.6201
상태의	415					2.6191
땅바닥에	415					2.6191
"없다""는"	415					2.6191
바퀴	415					2.6191
"먹고,"	415					2.6191
경험과	415					2.6191
인력을	415					2.6191
나오자	415					2.6191
살아서	415					2.6191
"한다""는"	415					2.6191
"""어떤"	415					2.6191
조사해	415					2.6191
사람들에게는	415					2.6191
구속	415					2.6191
"명,"	415					2.6191
이마를	415					2.6191
나타나기	415					2.6191
날카롭게	415					2.6191
내각제	415					2.6191
어디론가	415					2.6191
지적이다.	415					2.6191
씌어진	415					2.6191
드	415					2.6191
더해	415					2.6191
신인	415					2.6191
신체의	415					2.6191
겨레의	415					2.6191
감추고	414					2.6180
"씨,"	414					2.6180
손바닥으로	414					2.6180
연설을	414					2.6180
법칙을	414					2.6180
내면서	414					2.6180
급기야	414					2.6180
종합적으로	414					2.6180
골프	414					2.6180
뛰었다.	414					2.6180
햇빛이	414					2.6180
치면서	414					2.6180
입시	414					2.6180
때론	414					2.6180
증가	414					2.6180
나아가는	414					2.6180
첫날	414					2.6180
구입한	414					2.6180
소득	414					2.6180
생각보다	414					2.6180
개발하는	414					2.6180
떨며	414					2.6180
단계적으로	414					2.6180
법원의	414					2.6180
주장할	414					2.6180
열쇠를	414					2.6180
영광을	414					2.6180
빌어	413					2.6170
다가가	413					2.6170
미군이	413					2.6170
공감을	413					2.6170
어색한	413					2.6170
사용이	413					2.6170
친구에게	413					2.6170
매력을	413					2.6170
사회로	413					2.6170
혼란이	413					2.6170
생각하면서	413					2.6170
우산을	413					2.6170
