V1,V2,V3,V4
weaksubj,추워서 갑자기,-1,negative
weaksubj,추위,-1,negative
strongsubj,추잡하다,-2,negative
strongsubj,추잡한,-2,negative
strongsubj,추잡한 데가,-2,negative
strongsubj,추저분하게,-2,negative
strongsubj,추저분하다,-2,negative
strongsubj,추저분한,-2,negative
weaksubj,추진하다,1,positive
weaksubj,추천하다,1,positive
strongsubj,추하고,-2,negative
strongsubj,추하다,-2,negative
weaksubj,축 늘어져,-1,negative
weaksubj,축 처지거나,-1,negative
weaksubj,축냄,-1,negative
strongsubj,축복,2,positive
weaksubj,축복받다,1,positive
strongsubj,축복하다,2,positive
strongsubj,축하,2,positive
strongsubj,축하하거나,2,positive
strongsubj,축하하거나 기리는,2,positive
strongsubj,축하하거나 찬양하는,2,positive
weaksubj,축하하다,1,positive
strongsubj,축하함,2,positive
strongsubj,출려,2,positive
strongsubj,출세시켜,2,positive
strongsubj,출세시켜 준,2,positive
strongsubj,출세하여,2,positive
weaksubj,출혈,-1,negative
weaksubj,출혈 때에,-1,negative
weaksubj,출혈이 심하여,-1,negative
weaksubj,출혈하기 쉬운,-1,negative
weaksubj,춤을,1,positive
weaksubj,춤을 추다,1,positive
weaksubj,춥거나,-1,negative
weaksubj,춥거나 무섭거나,-1,negative
weaksubj,춥지 아니하고,1,positive
weaksubj,충격,-1,negative
weaksubj,충격 따위가,-1,negative
weaksubj,충격으로,-1,negative
weaksubj,충격을,-1,negative
weaksubj,충격을 받아,-1,negative
weaksubj,충격을 받아서,-1,negative
weaksubj,충격을 받았을,-1,negative
weaksubj,충격이 커서,-1,negative
weaksubj,충공깽,-1,negative
weaksubj,충동적,-1,negative
weaksubj,충분하게,1,positive
weaksubj,충분하고,1,positive
weaksubj,충분하고 넉넉하게,1,positive
weaksubj,충분하다,1,positive
strongsubj,충분하지 못하다,-2,negative
strongsubj,충분하지 아니하다,-2,negative
weaksubj,충분한 만족,1,positive
weaksubj,충분한 만족과,1,positive
weaksubj,충분해서,1,positive
weaksubj,충분히,1,positive
weaksubj,충분히 마련되다,1,positive
weaksubj,충분히 만족스럽다,1,positive
weaksubj,충분히 익히다,1,positive
weaksubj,충성,1,positive
strongsubj,충성스러운,2,positive
weaksubj,충성을,1,positive
weaksubj,충성을 겸손하게,1,positive
weaksubj,충성이라는,1,positive
weaksubj,충성이라는 뜻으로,1,positive
weaksubj,충성하다,1,positive
strongsubj,충실하지 않고,-2,negative
strongsubj,충족되어,2,positive
weaksubj,충치가,-1,negative
weaksubj,충치가 되는,-1,negative
strongsubj,취약하다,-2,negative
strongsubj,취약한,-2,negative
weaksubj,취존,1,positive
strongsubj,취직하다,2,positive
weaksubj,취향을 저격하다,1,positive
weaksubj,측은,1,positive
strongsubj,측은스럽다,-2,negative
strongsubj,측은지심,-2,negative
strongsubj,측은하다,-2,negative
weaksubj,치료가 잘못되었을,-1,negative
weaksubj,치료하는,1,positive
weaksubj,치료하다,1,positive
weaksubj,치매가,-1,negative
weaksubj,치미는 모양,-1,negative
weaksubj,치밀어,-1,negative
weaksubj,치밀어 오르는,-1,negative
weaksubj,치밀어 오르다,-1,negative
strongsubj,치밀하지 못하여,-2,negative
strongsubj,치사하고,-2,negative
strongsubj,치사하고 더러워,-2,negative
strongsubj,치사하여,-2,negative
strongsubj,치욕,-2,negative
strongsubj,치욕스럽다,-2,negative
weaksubj,치우치게,-1,negative
weaksubj,치우치게 사랑함,-1,negative
weaksubj,치우침이 없음,1,positive
weaksubj,치우침이 없이,1,positive
weaksubj,치우침지 아니하다,1,positive
weaksubj,치적이 좋지 못한,-1,negative
weaksubj,치통,-1,negative
weaksubj,칙칙하다,-1,negative
weaksubj,칙칙한,-1,negative
weaksubj,칙칙함,-1,negative
weaksubj,친구,1,positive
strongsubj,친근하고,2,positive
strongsubj,친근하고 존경스럽거나,2,positive
strongsubj,친근하다,2,positive
strongsubj,친밀하게,2,positive
strongsubj,친밀하게 여기거나,2,positive
strongsubj,친밀하게 지내는,2,positive
strongsubj,친밀하게 하다,2,positive
weaksubj,친밀하다,1,positive
strongsubj,친밀한,2,positive
weaksubj,친밀한 관계를,1,positive
strongsubj,친밀한 사이를,2,positive
strongsubj,친밀함,2,positive
strongsubj,친밀히,2,positive
strongsubj,친밀히 사랑하다,2,positive
strongsubj,친밀히 사랑함,2,positive
weaksubj,친숙해지다,1,positive
strongsubj,친애,2,positive
strongsubj,친애롭다,2,positive
strongsubj,친애하다,2,positive
strongsubj,친절,2,positive
strongsubj,친절하게,2,positive
strongsubj,친절하다,2,positive
strongsubj,친절한,2,positive
strongsubj,친절한 마음씨,2,positive
strongsubj,친하게,2,positive
strongsubj,친하게 지내는,2,positive
strongsubj,친하게 지내다,2,positive
strongsubj,친하다,2,positive
weaksubj,친하지 아니하여,-1,negative
strongsubj,친한,2,positive
strongsubj,친한 사람,2,positive
weaksubj,친한 체하면서,-1,negative
strongsubj,친화적인,2,positive
weaksubj,칠칠하지 못하다,-1,negative
strongsubj,칠칠한,2,positive
strongsubj,침울하고,-2,negative
strongsubj,침울하고 무겁다,-2,negative
weaksubj,침을 뱉듯이,-1,negative
weaksubj,침을 뱉어,-1,negative
weaksubj,침착하지 못하거나,-1,negative
weaksubj,침착하지 못하게,-1,negative
weaksubj,침착하지 못하고,-1,negative
weaksubj,침착하지 못하여,-1,negative
weaksubj,침체되다,-1,negative
weaksubj,침침하다,-1,negative
weaksubj,침침한,-1,negative
weaksubj,침침한 모양,-1,negative
weaksubj,침침해지다,-1,negative
weaksubj,침해당거나,-1,negative
weaksubj,침해당한,-1,negative
weaksubj,침해당한 사람이,-1,negative
weaksubj,침해당할,-1,negative
weaksubj,침해당할 염려가,-1,negative
weaksubj,침해한,-1,negative
weaksubj,칭미하다,1,positive
strongsubj,칭송하는,2,positive
strongsubj,칭송하는 말,2,positive
strongsubj,칭송할,2,positive
strongsubj,칭송할 때,2,positive
strongsubj,칭송함,2,positive
strongsubj,칭양하다,2,positive
strongsubj,칭예하다,2,positive
strongsubj,칭찬,2,positive
strongsubj,칭찬받다,2,positive
strongsubj,칭찬을,2,positive
strongsubj,칭찬을 받을,2,positive
strongsubj,칭찬하고,2,positive
weaksubj,칭찬하는,1,positive
weaksubj,칭찬하는 말,1,positive
strongsubj,칭찬하다,2,positive
strongsubj,칭찬하여,2,positive
strongsubj,칭찬하여 말하다,2,positive
weaksubj,칭찬하여 말함,1,positive
strongsubj,칭찬할 만한,2,positive
strongsubj,칭찬함,2,positive
weaksubj,칭찬해,1,positive
weaksubj,칭찬해 줄,1,positive
weaksubj,ㅋㄷ,1,positive
strongsubj,칼빵,-2,negative
weaksubj,캄캄한,-1,negative
weaksubj,캄캄한 방에서,-1,negative
weaksubj,캐리,1,positive
weaksubj,캣맘,1,positive
weaksubj,컴컴하다,-1,negative
weaksubj,컹스,-1,negative
weaksubj,케미,1,positive
weaksubj,코를 골다,-1,negative
weaksubj,코에 종기가,-1,negative
weaksubj,코와이네,-1,negative
weaksubj,콜록콜록하는,-1,negative
weaksubj,쾌감,1,positive
weaksubj,쾌조,1,positive
weaksubj,쾌활하게,1,positive
weaksubj,쾌활하게 웃다,1,positive
strongsubj,쾌활하다,2,positive
strongsubj,쾌활한,2,positive
weaksubj,쿨룩대다,-1,negative
weaksubj,쿨룽대다,-1,negative
weaksubj,크거나 무겁거나,-1,negative
strongsubj,크게 감동이,2,positive
strongsubj,크게 감동하는,2,positive
strongsubj,크게 감동하다,2,positive
strongsubj,크게 감동함,2,positive
strongsubj,크게 감탄할,2,positive
strongsubj,크게 노함,-2,negative
strongsubj,크게 실망하다,-2,negative
strongsubj,크게 실망함,-2,negative
strongsubj,크게 우는,-2,negative
weaksubj,크게 움츠러드는,-1,negative
strongsubj,크게 웃는,2,positive
strongsubj,크게 위태로움을,-2,negative
strongsubj,크게 칭찬하여,2,positive
strongsubj,크게 칭찬함,2,positive
strongsubj,크고 너그럽다,2,positive
strongsubj,크고 아름답다,2,positive
weaksubj,크고 웅장한,1,positive
weaksubj,크고 튼튼하여,1,positive
weaksubj,크고 힘차게,1,positive
weaksubj,크고 힘차다,1,positive
weaksubj,크다,1,positive
strongsubj,큰 결함,-2,negative
strongsubj,큰 공덕이,2,positive
strongsubj,큰 덕,2,positive
strongsubj,큰 불행을,-2,negative
strongsubj,큰 성과가,2,positive
strongsubj,큰 수익을,2,positive
strongsubj,큰 재주,2,positive
strongsubj,큰 칭찬,2,positive
strongsubj,큰 타격을,-2,negative
weaksubj,클라스,1,positive
weaksubj,키가 커서,1,positive
strongsubj,킹왕짱,2,positive
strongsubj,타격을,-2,negative
strongsubj,타격을 받아,-2,negative
strongsubj,타격을 입어,-2,negative
weaksubj,타당하다,1,positive
weaksubj,타당한,1,positive
weaksubj,타들어,-1,negative
weaksubj,타들어 가는,-1,negative
weaksubj,타륵,1,positive
strongsubj,타분하다,-2,negative
weaksubj,타협점을 찾아,1,positive
weaksubj,탁 트여,1,positive
weaksubj,탁 트이고,1,positive
weaksubj,탁 트이다,1,positive
strongsubj,탁월하다,2,positive
weaksubj,탁월한,1,positive
strongsubj,탁하다,-2,negative
weaksubj,탄력 있게,1,positive
weaksubj,탄력 있고,1,positive
weaksubj,탄력이,1,positive
weaksubj,탄력이 있게,1,positive
weaksubj,탄력이 있는,1,positive
weaksubj,탄력이 있다,1,positive
weaksubj,탄력이 있으며,1,positive
strongsubj,탄복하다,2,positive
strongsubj,탄복할,2,positive
strongsubj,탄복할 만하다,2,positive
strongsubj,탄복함,2,positive
strongsubj,탄식,-2,negative
strongsubj,탄식 따위를,-2,negative
strongsubj,탄식하다,-2,negative
strongsubj,탄식하여,-2,negative
strongsubj,탄식할,-2,negative
strongsubj,탄식할 만하게,-2,negative
strongsubj,탄식할 만한,-2,negative
strongsubj,탄식함,-2,negative
weaksubj,탄탄하다,1,positive
weaksubj,탈,-1,negative
weaksubj,탈 따위가,-1,negative
weaksubj,탈 없이,1,positive
weaksubj,탈영,-1,negative
weaksubj,탈음증,-1,negative
weaksubj,탈이,-1,negative
weaksubj,탈이 나서,-1,negative
weaksubj,탈이 생겨서,-1,negative
weaksubj,탈이 생기다,-1,negative
strongsubj,탈이 없다,0,neutral
weaksubj,탈이 없이,1,positive
weaksubj,탈진,-1,negative
weaksubj,탈진하다,-1,negative
weaksubj,탐관오리가,-1,negative
weaksubj,탐내거나,-1,negative
strongsubj,탐내는,0,neutral
weaksubj,탐내는 마음으로,-1,negative
weaksubj,탐내어,-1,negative
weaksubj,탐내어 가지려고,-1,negative
weaksubj,탐묵,-1,negative
weaksubj,탐묵하다,-1,negative
strongsubj,탐스러운,2,positive
strongsubj,탐스러운 데가,2,positive
strongsubj,탐스러운 모양,2,positive
strongsubj,탐스러울,2,positive
strongsubj,탐스러울 정도로,2,positive
strongsubj,탐스럽게,2,positive
strongsubj,탐스럽게 웃다,2,positive
strongsubj,탐스럽게 쥐거나,2,positive
strongsubj,탐스럽게 피어나는,2,positive
strongsubj,탐스럽고 귀엽게,2,positive
strongsubj,탐스럽고 복스러운,2,positive
strongsubj,탐스럽다,2,positive
strongsubj,탐욕스러운,-2,negative
strongsubj,탐욕스러운 사람을,-2,negative
weaksubj,탐욕스러워진다는,-1,negative
strongsubj,탐욕이,-2,negative
strongsubj,탐욕이 많아서,-2,negative
strongsubj,탐탁지 아니하게,-2,negative
strongsubj,탐탁하지 아니하고,-2,negative
weaksubj,탐하는,-1,negative
weaksubj,탐하는 마음,-1,negative
weaksubj,탐하는 마음을,-1,negative
weaksubj,탐하는 일,-1,negative
weaksubj,탐하는 짓,-1,negative
weaksubj,탐하다,-1,negative
weaksubj,탐하여,-1,negative
weaksubj,탓하거나,-1,negative
strongsubj,탓하거나 불평을,-2,negative
weaksubj,탓하다,-1,negative
weaksubj,탕진잼,-1,negative
weaksubj,탕평,1,positive
weaksubj,탕평하다,1,positive
weaksubj,태도가 거만하고,-1,negative
weaksubj,태도가 괴상하고,-1,negative
weaksubj,태도가 떳떳하다,1,positive
weaksubj,태도가 부드럽고,1,positive
weaksubj,태도가 상냥하고,1,positive
weaksubj,태도가 의젓하고,1,positive
weaksubj,태도나 버릇,-1,negative
weaksubj,태도를 본받아,1,positive
weaksubj,태업,-1,negative
weaksubj,태우다,-1,negative
weaksubj,태우며 조급하게,-1,negative
weaksubj,태움,-1,negative
weaksubj,태평하게,1,positive
weaksubj,태평하게 사는,1,positive
weaksubj,태평한,1,positive
weaksubj,태평한 세상,1,positive
strongsubj,터무니없거나,-2,negative
strongsubj,터무니없거나 어처구니없다고,-2,negative
strongsubj,터무니없는,-2,negative
strongsubj,터무니없는 고집을,-2,negative
strongsubj,터무니없이,-2,negative
weaksubj,터무니없이 없어지거나,-1,negative
weaksubj,텁텁하게,-1,negative
weaksubj,텁텁하다,-1,negative
weaksubj,텁텁하여,-1,negative
weaksubj,텁텁한,-1,negative
weaksubj,텁텁한 모양,-1,negative
weaksubj,토끼다,-1,negative
weaksubj,토달거리는,-1,negative
weaksubj,토달거리는 모양,-1,negative
weaksubj,토달거리다,-1,negative
weaksubj,토라져,-1,negative
weaksubj,토라져 있다,-1,negative
weaksubj,토라져서,-1,negative
weaksubj,토라지는,-1,negative
weaksubj,토라지는 사람을,-1,negative
weaksubj,토라지다,-1,negative
weaksubj,토역질하다,-1,negative
weaksubj,토하고,-1,negative
weaksubj,토하고 싶은,-1,negative
weaksubj,토하는,-1,negative
weaksubj,토하는 증상,-1,negative
weaksubj,토하는 증세,-1,negative
weaksubj,토하다,-1,negative
weaksubj,토하려고,-1,negative
weaksubj,토하려고 하다,-1,negative
weaksubj,토할,-1,negative
weaksubj,토할 것,-1,negative
weaksubj,토할 듯한,-1,negative
weaksubj,토할 때,-1,negative
strongsubj,톨톨대다,-2,negative
weaksubj,통과되다,1,positive
weaksubj,통달하고,1,positive
weaksubj,통달하는,1,positive
weaksubj,통달하는 일,1,positive
weaksubj,통달하여,1,positive
weaksubj,통달한,1,positive
weaksubj,통원하다,-1,negative
weaksubj,통증,-1,negative
weaksubj,통증을,-1,negative
weaksubj,통증을 느끼는,-1,negative
strongsubj,통쾌,2,positive
weaksubj,통쾌감,1,positive
strongsubj,통쾌하다,2,positive
strongsubj,통탄하다,-2,negative
weaksubj,통하다,1,positive
weaksubj,통하지 못하게,-1,negative
weaksubj,통하지 못하여,-1,negative
weaksubj,통하지 못한,-1,negative
weaksubj,통하지 아니하다,-1,negative
weaksubj,통하지 않고,-1,negative
weaksubj,투덜거리는,-1,negative
weaksubj,투덜거리는 모양,-1,negative
weaksubj,투덜거리다,-1,negative
weaksubj,투덜대는,-1,negative
weaksubj,투덜대는 모양,-1,negative
weaksubj,투덜대다,-1,negative
weaksubj,투박하다,-1,negative
weaksubj,투박한,-1,negative
weaksubj,투박한 모양,-1,negative
strongsubj,퉁명스러운,-2,negative
strongsubj,퉁명스러운 데가,-2,negative
weaksubj,퉁퉁하게,-1,negative
weaksubj,퉁퉁하게 살이,-1,negative
weaksubj,퉁퉁하다,-1,negative
weaksubj,트렌디하다,1,positive
weaksubj,트롤,-1,negative
weaksubj,트인 맛이,1,positive
weaksubj,트집 잡다,-1,negative
weaksubj,트집을,-1,negative
weaksubj,트집을 잡다,-1,negative
weaksubj,트집을 잡아,-1,negative
weaksubj,트집을 잡으며,-1,negative
weaksubj,트집을 잡히어,-1,negative
weaksubj,트집이나,-1,negative
strongsubj,특권,2,positive
weaksubj,특별하다,1,positive
weaksubj,특별하지 아니하다,-1,negative
weaksubj,특별한,1,positive
weaksubj,특별한 마음가짐이나,1,positive
weaksubj,특별한 사랑과,1,positive
weaksubj,특별히 뛰어나다,1,positive
weaksubj,특이하다,1,positive
weaksubj,특이하여 우습게,-1,negative
weaksubj,특이하여 우습다,-1,negative
weaksubj,특출하게,1,positive
weaksubj,특출하게 뛰어나다,1,positive
weaksubj,튼튼하게,1,positive
weaksubj,튼튼하게 지탱하다,1,positive
weaksubj,튼튼하게 하다,1,positive
weaksubj,튼튼하다,1,positive
weaksubj,튼튼하여,1,positive
weaksubj,튼튼하지 못하고,-1,negative
weaksubj,튼튼하지 못하다,-1,negative
weaksubj,튼튼하지 못하여,-1,negative
weaksubj,튼튼히,1,positive
weaksubj,틀딱,-1,negative
weaksubj,틀딱충,-1,negative
weaksubj,틀리거나,-1,negative
strongsubj,틀리거나 그릇되게,-2,negative
weaksubj,틀리다,-1,negative
weaksubj,틀린,-1,negative
weaksubj,틀림이 없이,1,positive
weaksubj,틀어지게 하다,-1,negative
weaksubj,틀어지다,-1,negative
weaksubj,틀어진,-1,negative
weaksubj,틀어진 마음으로,-1,negative
weaksubj,티 없이,1,positive
weaksubj,티가 없다,1,positive
weaksubj,티격태격하는,-1,negative
weaksubj,티격태격하는 것을,-1,negative
strongsubj,파괴,-2,negative
strongsubj,파괴 행위,-2,negative
weaksubj,파괴되어,-1,negative
weaksubj,파괴되어 멸망되다,-1,negative
weaksubj,파괴되어 멸망함,-1,negative
weaksubj,파괴와,-1,negative
weaksubj,파괴하다,-1,negative
weaksubj,파괴하여,-1,negative
weaksubj,파괴하여 멸망시키다,-1,negative
weaksubj,파오후,-1,negative
weaksubj,파오후 쿰척쿰척,-1,negative
strongsubj,파울,-2,negative
weaksubj,파출하다,-1,negative
weaksubj,판단력을 잃다,-1,negative
weaksubj,판단이 정확하고,1,positive
weaksubj,판단하여 수긍하다,1,positive
weaksubj,판단하지 못하는,-1,negative
weaksubj,팔다리가 붓고,-1,negative
weaksubj,팔다리가 쑤시고,-1,negative
strongsubj,팔자 사나운,-2,negative
weaksubj,팔팔 뛰는,-1,negative
weaksubj,팔팔 뛰다,-1,negative
weaksubj,팔팔하다,1,positive
weaksubj,팔한 지옥의,-1,negative
weaksubj,패가망신한다는,-1,negative
weaksubj,패배,-1,negative
weaksubj,패배 따위의,-1,negative
weaksubj,패배를 거듭한다는,-1,negative
strongsubj,패배하다,-2,negative
weaksubj,패하고,-1,negative
weaksubj,패하고 난,-1,negative
weaksubj,패하다,-1,negative
weaksubj,팽개치다,-1,negative
weaksubj,퍼져서 흥하다,1,positive
weaksubj,퍽 옹골차고,1,positive
weaksubj,펄펄 뛰는,-1,negative
strongsubj,페널티,-2,negative
weaksubj,펴지 못하거나,-1,negative
weaksubj,펴지 못하게,-1,negative
weaksubj,펴지 못하는,-1,negative
weaksubj,펴지 못하다,-1,negative
weaksubj,펴지 못함,-1,negative
weaksubj,펴지지 못하고,-1,negative
strongsubj,편견,-2,negative
strongsubj,편두통,-2,negative
strongsubj,편리,2,positive
strongsubj,편리성,2,positive
weaksubj,편리하게,1,positive
weaksubj,편리하게 이용할,1,positive
strongsubj,편리하고,2,positive
strongsubj,편리하다,2,positive
strongsubj,편리하지 않은,-2,negative
strongsubj,편안,2,positive
strongsubj,편안하게,2,positive
strongsubj,편안하게 다스림,2,positive
strongsubj,편안하고,2,positive
strongsubj,편안하고 고요하게,2,positive
strongsubj,편안하고 고요함,2,positive
strongsubj,편안하고 조용한,2,positive
strongsubj,편안하고 한가하게,2,positive
strongsubj,편안하다,2,positive
strongsubj,편안하지 못하다,-2,negative
weaksubj,편안하지 못하여,-1,negative
strongsubj,편안하지 아니하게,-2,negative
strongsubj,편안하지 아니하다,-2,negative
weaksubj,편안하지 아니하여서,-1,negative
strongsubj,편안하지 아니함,-2,negative
strongsubj,편안하지 않다는,-2,negative
strongsubj,편안한,2,positive
strongsubj,편안한 느낌,2,positive
strongsubj,편안한 느낌이,2,positive
strongsubj,편안한 삶을,2,positive
weaksubj,편안한 세월,1,positive
strongsubj,편안히,2,positive
strongsubj,편안히 잔다는,2,positive
strongsubj,편안히 지냄을,2,positive
strongsubj,편안히 하다,2,positive
weaksubj,편애,-1,negative
weaksubj,편애하다,-1,negative
strongsubj,편치 못하고,-2,negative
strongsubj,편하게,2,positive
strongsubj,편하게 되다,2,positive
strongsubj,편하게 하다,2,positive
strongsubj,편하고,2,positive
strongsubj,편하고 순조롭게,2,positive
strongsubj,편하고 이로우며,2,positive
strongsubj,편하다,2,positive
strongsubj,편하지 못하다,-2,negative
strongsubj,편하지 못한,-2,negative
strongsubj,편하지 아니하고,-2,negative
strongsubj,편하지 아니하다,-2,negative
strongsubj,편하지 아니함,-2,negative
strongsubj,편하지 않고,-2,negative
strongsubj,편하지 않은,-2,negative
strongsubj,편하지 않음,-2,negative
strongsubj,편한,2,positive
strongsubj,편한 마음으로,2,positive
strongsubj,편히,2,positive
strongsubj,편히 가지다,2,positive
strongsubj,편히 가짐,2,positive
weaksubj,평등하다,1,positive
weaksubj,평등하다는,1,positive
weaksubj,평등한,1,positive
weaksubj,평등한 천성,1,positive
weaksubj,평등함을,1,positive
strongsubj,평안하다,2,positive
strongsubj,평안하여,2,positive
strongsubj,평안한,2,positive
strongsubj,평안한 마음으로,2,positive
strongsubj,평안함,2,positive
strongsubj,평안히,2,positive
strongsubj,평안히 지내다,2,positive
strongsubj,평안히 지냄,2,positive
strongsubj,평온,2,positive
strongsubj,평온무사,2,positive
strongsubj,평온무사하다,2,positive
strongsubj,평온하다,2,positive
strongsubj,평온하지 못하고,-2,negative
strongsubj,평온히,2,positive
strongsubj,평탄하다,2,positive
strongsubj,평화로운,2,positive
strongsubj,평화로운 상태가,2,positive
strongsubj,평화로움,2,positive
strongsubj,평화롭게,2,positive
strongsubj,평화롭게 지내자고,2,positive
strongsubj,평화롭다,2,positive
weaksubj,평화를,1,positive
weaksubj,평화를 주장하는,1,positive
strongsubj,폐가 상하여,-2,negative
strongsubj,폐결핵,-2,negative
strongsubj,폐렴,-2,negative
strongsubj,폐를 끼쳐서,-2,negative
strongsubj,폐를 끼쳤을,-2,negative
weaksubj,포괄적인 경험,1,positive
weaksubj,포근하게,1,positive
weaksubj,포근하게 따뜻이,1,positive
weaksubj,포근하고,1,positive
weaksubj,포근하고 아늑한,1,positive
weaksubj,포근하다,1,positive
weaksubj,포근한,1,positive
weaksubj,포근한 느낌,1,positive
weaksubj,포근한 모양,1,positive
weaksubj,포기,-1,negative
weaksubj,포기하고,-1,negative
weaksubj,포기하고 돌아보지,-1,negative
weaksubj,포기하다,-1,negative
weaksubj,포살되다,-1,negative
strongsubj,포악하다,-2,negative
weaksubj,포악하며,-1,negative
weaksubj,포악하며 드센,-1,negative
weaksubj,포악한,-1,negative
strongsubj,포악한 성격,-2,negative
strongsubj,포악한 성격을,-2,negative
weaksubj,포악한 성질,-1,negative
weaksubj,포학한,-1,negative
weaksubj,폭 주저앉다,-1,negative
strongsubj,폭군,-2,negative
strongsubj,폭군을,-2,negative
strongsubj,폭력,-2,negative
weaksubj,폭력으로,-1,negative
weaksubj,폭력을,-1,negative
weaksubj,폭력을 써서,-1,negative
weaksubj,폭력을 쓰면서,-1,negative
weaksubj,폭력적,-1,negative
weaksubj,폭발적이다,1,positive
weaksubj,폭이 넓고,1,positive
weaksubj,폭행,-1,negative
weaksubj,폭행이나,-1,negative
weaksubj,폭행이나 위협을,-1,negative
weaksubj,폭행하다,-1,negative
weaksubj,표리부동한,-1,negative
weaksubj,표리부동한 사람을,-1,negative
weaksubj,표정을 꾸며서,-1,negative
weaksubj,표정이 환하다,1,positive
weaksubj,표현이 진실하여,1,positive
weaksubj,푸근푸근히,1,positive
weaksubj,푸근하게,1,positive
weaksubj,푸근하게 부드럽고,1,positive
weaksubj,푸근하고,1,positive
weaksubj,푸근하고 흐뭇하게,1,positive
strongsubj,푸념을,-2,negative
weaksubj,푸지다,1,positive
weaksubj,푸짐하다,1,positive
weaksubj,푹 쓰러져,-1,negative
weaksubj,푹 주저앉는,-1,negative
weaksubj,풀기가 빠져,-1,negative
weaksubj,풀리어 거뜬하다,1,positive
weaksubj,풀리어 흐뭇하고,1,positive
weaksubj,풀리지 않다,-1,negative
weaksubj,풀리지 않아,-1,negative
weaksubj,풀어지지 아니하여서,-1,negative
weaksubj,풀이 꺾이거나,-1,negative
weaksubj,풀이 죽게,-1,negative
weaksubj,풀이 죽은,-1,negative
weaksubj,풀이 죽음,-1,negative
weaksubj,품격,1,positive
weaksubj,품격과 도리,1,positive
weaksubj,품격을,1,positive
weaksubj,품격을 갖추는,1,positive
strongsubj,품고 미워하다,-2,negative
weaksubj,품에 안다,1,positive
weaksubj,품위,1,positive
weaksubj,품위가 있거나,1,positive
weaksubj,품위가 있다,1,positive
weaksubj,품절남,1,positive
weaksubj,품절녀,1,positive
strongsubj,품질이 우수한,2,positive
strongsubj,품질이 좋고,2,positive
strongsubj,품질이 좋은,2,positive
strongsubj,품행이 단정하지 못하고,-2,negative
strongsubj,품행이 뛰어난,2,positive
weaksubj,품행이 천박하고,-1,negative
strongsubj,풍년이,2,positive
strongsubj,풍년이 들,2,positive
weaksubj,풍모가 있게,1,positive
weaksubj,풍미있는,1,positive
weaksubj,풍부하다,1,positive
weaksubj,풍성풍성히,1,positive
weaksubj,풍성하게,1,positive
weaksubj,풍성하고,1,positive
strongsubj,풍성하고 아름답게,2,positive
strongsubj,풍성하고 아름답다,2,positive
weaksubj,풍요로워지다,1,positive
weaksubj,풍요롭다,1,positive
strongsubj,풍자하였다,-2,negative
strongsubj,풍채가 훤하여,2,positive
strongsubj,풍치가 있고,2,positive
strongsubj,피,0,neutral
weaksubj,피가,-1,negative
weaksubj,피가 나고,-1,negative
weaksubj,피가 부족한,-1,negative
weaksubj,피가 섞인,-1,negative
weaksubj,피고름이,-1,negative
weaksubj,피곤을,-1,negative
weaksubj,피곤을 느끼는,-1,negative
weaksubj,피곤이나,-1,negative
weaksubj,피곤하거나,-1,negative
weaksubj,피곤하다,-1,negative
weaksubj,피곤함,-1,negative
strongsubj,피꺼솟,-2,negative
weaksubj,피난함,-1,negative
strongsubj,피눈물,-2,negative
weaksubj,피로,-1,negative
weaksubj,피로 따위가,-1,negative
weaksubj,피로감,-1,negative
weaksubj,피로를,-1,negative
weaksubj,피로를 느끼고,-1,negative
weaksubj,피로하여,-1,negative
strongsubj,피부병,-2,negative
strongsubj,피부병 증상,-2,negative
strongsubj,피부병을 앓아,-2,negative
weaksubj,피부염,-1,negative
weaksubj,피어나지 못하고,-1,negative
weaksubj,피핍하다,-1,negative
weaksubj,피하거나,-1,negative
strongsubj,피하거나 싫어하다,-2,negative
weaksubj,피하는,-1,negative
weaksubj,피하는 모양,-1,negative
weaksubj,피해,-1,negative
strongsubj,핀잔,-2,negative
strongsubj,핀잔 따위를,-2,negative
strongsubj,핀잔을,-2,negative
strongsubj,핀잔을 주거나,-2,negative
strongsubj,핀잔을 주는,-2,negative
weaksubj,필수,1,positive
weaksubj,필요 없이,-1,negative
weaksubj,필요가 없이,-1,negative
weaksubj,필요하거나 아쉽다,-1,negative
weaksubj,필요하고,1,positive
strongsubj,필요하고 절실하게,0,neutral
strongsubj,필요하고 절실하다,0,neutral
weaksubj,필요한 상태에,-1,negative
weaksubj,핏기가 없고,-1,negative
weaksubj,핏기가 없는,-1,negative
weaksubj,핏기가 없다,-1,negative
weaksubj,핏기가 없이,-1,negative
weaksubj,ㅎㅎ,1,positive
weaksubj,하기가 까다로워,-1,negative
weaksubj,하기가 어렵다,-1,negative
weaksubj,하기를,1,positive
weaksubj,하기를 바라는,1,positive
weaksubj,하기를 바람,1,positive
weaksubj,하나하나 어수선하게,-1,negative
weaksubj,하는 둥,-1,negative
weaksubj,하는 둥 마는 둥,-1,negative
weaksubj,하는 지경,-1,negative
weaksubj,하늘하늘하다,1,positive
strongsubj,하드캐리,2,positive
weaksubj,하등으로 깎아내리다,-1,negative
weaksubj,하릴없이 굶는,-1,negative
strongsubj,하소연이나,-2,negative
strongsubj,하소연하는,-2,negative
strongsubj,하소연하는 것,-2,negative
strongsubj,하소연하다,-2,negative
weaksubj,하잘것없다,-1,negative
weaksubj,하지 못하게,-1,negative
strongsubj,하지 못하고,-2,negative
